test_id,test_name,model,carrier,family_id,probe_class,pass,is_infra_error,expected_result
199,QS001A,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,TRUE
199,QS001A,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,TRUE
199,QS001A,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,TRUE
199,QS001A,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,TRUE
199,QS001A,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,TRUE
199,QS001A,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,TRUE
200,QS001B,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,FALSE
200,QS001B,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,FALSE
200,QS001B,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,FALSE
200,QS001B,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,FALSE
200,QS001B,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,FALSE
200,QS001B,google/gemma-4-e2b,baseline,QS-FA01,quant-scope,1,0,FALSE
201,QS002A,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,TRUE
201,QS002A,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,TRUE
201,QS002A,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,TRUE
201,QS002A,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,TRUE
201,QS002A,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,TRUE
201,QS002A,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,TRUE
202,QS002B,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,FALSE
202,QS002B,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,FALSE
202,QS002B,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,FALSE
202,QS002B,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,FALSE
202,QS002B,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,FALSE
202,QS002B,google/gemma-4-e2b,baseline,QS-FA02,quant-scope,1,0,FALSE
203,QS003A,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,TRUE
203,QS003A,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,TRUE
203,QS003A,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,TRUE
203,QS003A,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,TRUE
203,QS003A,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,TRUE
203,QS003A,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,TRUE
204,QS003B,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,FALSE
204,QS003B,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,FALSE
204,QS003B,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,FALSE
204,QS003B,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,FALSE
204,QS003B,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,FALSE
204,QS003B,google/gemma-4-e2b,baseline,QS-FA03,quant-scope,1,0,FALSE
205,QS004A,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,TRUE
205,QS004A,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,0,0,TRUE
205,QS004A,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,0,0,TRUE
205,QS004A,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,0,0,TRUE
205,QS004A,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,0,0,TRUE
205,QS004A,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,0,0,TRUE
206,QS004B,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,FALSE
206,QS004B,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,FALSE
206,QS004B,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,FALSE
206,QS004B,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,FALSE
206,QS004B,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,FALSE
206,QS004B,google/gemma-4-e2b,baseline,QS-FA04,quant-scope,1,0,FALSE
207,QS005A,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,0,0,TRUE
207,QS005A,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,TRUE
207,QS005A,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,TRUE
207,QS005A,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,TRUE
207,QS005A,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,TRUE
207,QS005A,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,TRUE
208,QS005B,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,FALSE
208,QS005B,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,FALSE
208,QS005B,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,FALSE
208,QS005B,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,FALSE
208,QS005B,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,FALSE
208,QS005B,google/gemma-4-e2b,baseline,QS-FA05,quant-scope,1,0,FALSE
209,QS006A,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,TRUE
209,QS006A,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,TRUE
209,QS006A,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,TRUE
209,QS006A,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,TRUE
209,QS006A,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,TRUE
209,QS006A,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,TRUE
210,QS006B,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,FALSE
210,QS006B,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,FALSE
210,QS006B,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,FALSE
210,QS006B,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,FALSE
210,QS006B,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,FALSE
210,QS006B,google/gemma-4-e2b,baseline,QS-FA06,quant-scope,1,0,FALSE
211,QS007A,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,TRUE
211,QS007A,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,TRUE
211,QS007A,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,TRUE
211,QS007A,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,TRUE
211,QS007A,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,TRUE
211,QS007A,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,TRUE
212,QS007B,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,FALSE
212,QS007B,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,FALSE
212,QS007B,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,FALSE
212,QS007B,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,FALSE
212,QS007B,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,FALSE
212,QS007B,google/gemma-4-e2b,baseline,QS-FA07,quant-scope,1,0,FALSE
213,QS008A,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,TRUE
213,QS008A,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,TRUE
213,QS008A,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,TRUE
213,QS008A,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,TRUE
213,QS008A,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,TRUE
213,QS008A,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,TRUE
214,QS008B,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,FALSE
214,QS008B,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,FALSE
214,QS008B,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,FALSE
214,QS008B,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,FALSE
214,QS008B,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,FALSE
214,QS008B,google/gemma-4-e2b,baseline,QS-FA08,quant-scope,1,0,FALSE
215,QS009A,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,TRUE
215,QS009A,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,TRUE
215,QS009A,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,TRUE
215,QS009A,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,TRUE
215,QS009A,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,TRUE
215,QS009A,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,TRUE
216,QS009B,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,FALSE
216,QS009B,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,FALSE
216,QS009B,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,FALSE
216,QS009B,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,FALSE
216,QS009B,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,FALSE
216,QS009B,google/gemma-4-e2b,baseline,QS-FA09,quant-scope,1,0,FALSE
217,QS010A,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,TRUE
217,QS010A,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,0,0,TRUE
217,QS010A,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,0,0,TRUE
217,QS010A,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,0,0,TRUE
217,QS010A,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,0,0,TRUE
217,QS010A,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,0,0,TRUE
218,QS010B,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,FALSE
218,QS010B,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,FALSE
218,QS010B,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,FALSE
218,QS010B,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,FALSE
218,QS010B,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,FALSE
218,QS010B,google/gemma-4-e2b,baseline,QS-FA10,quant-scope,1,0,FALSE
219,QS011A,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,TRUE
219,QS011A,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,TRUE
219,QS011A,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,TRUE
219,QS011A,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,TRUE
219,QS011A,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,TRUE
219,QS011A,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,TRUE
220,QS011B,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,FALSE
220,QS011B,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,FALSE
220,QS011B,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,FALSE
220,QS011B,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,FALSE
220,QS011B,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,FALSE
220,QS011B,google/gemma-4-e2b,baseline,QS-FA11,quant-scope,1,0,FALSE
221,QS012A,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,TRUE
221,QS012A,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,TRUE
221,QS012A,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,TRUE
221,QS012A,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,TRUE
221,QS012A,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,TRUE
221,QS012A,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,TRUE
222,QS012B,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,FALSE
222,QS012B,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,FALSE
222,QS012B,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,FALSE
222,QS012B,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,FALSE
222,QS012B,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,FALSE
222,QS012B,google/gemma-4-e2b,baseline,QS-FA12,quant-scope,1,0,FALSE
223,QS013A,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,0,0,TRUE
223,QS013A,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,0,0,TRUE
223,QS013A,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,0,0,TRUE
223,QS013A,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,0,0,TRUE
223,QS013A,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,0,0,TRUE
223,QS013A,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,0,0,TRUE
224,QS013B,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,1,0,FALSE
224,QS013B,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,1,0,FALSE
224,QS013B,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,1,0,FALSE
224,QS013B,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,1,0,FALSE
224,QS013B,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,1,0,FALSE
224,QS013B,google/gemma-4-e2b,baseline,QS-FA13,quant-scope,1,0,FALSE
225,QS014A,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,TRUE
225,QS014A,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,0,0,TRUE
225,QS014A,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,0,0,TRUE
225,QS014A,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,0,0,TRUE
225,QS014A,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,0,0,TRUE
225,QS014A,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,0,0,TRUE
226,QS014B,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,FALSE
226,QS014B,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,FALSE
226,QS014B,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,FALSE
226,QS014B,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,FALSE
226,QS014B,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,FALSE
226,QS014B,google/gemma-4-e2b,baseline,QS-FA14,quant-scope,1,0,FALSE
227,QS015A,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,TRUE
227,QS015A,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,0,0,TRUE
227,QS015A,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,TRUE
227,QS015A,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,TRUE
227,QS015A,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,TRUE
227,QS015A,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,TRUE
228,QS015B,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,FALSE
228,QS015B,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,FALSE
228,QS015B,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,FALSE
228,QS015B,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,FALSE
228,QS015B,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,FALSE
228,QS015B,google/gemma-4-e2b,baseline,QS-FA15,quant-scope,1,0,FALSE
229,QS016A,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,0,0,TRUE
229,QS016A,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,TRUE
229,QS016A,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,TRUE
229,QS016A,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,TRUE
229,QS016A,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,TRUE
229,QS016A,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,TRUE
230,QS016B,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,FALSE
230,QS016B,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,FALSE
230,QS016B,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,FALSE
230,QS016B,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,FALSE
230,QS016B,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,FALSE
230,QS016B,google/gemma-4-e2b,baseline,QS-FA16,quant-scope,1,0,FALSE
231,QS017A,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,TRUE
231,QS017A,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,TRUE
231,QS017A,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,TRUE
231,QS017A,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,TRUE
231,QS017A,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,TRUE
231,QS017A,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,TRUE
232,QS017B,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,FALSE
232,QS017B,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,FALSE
232,QS017B,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,FALSE
232,QS017B,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,FALSE
232,QS017B,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,FALSE
232,QS017B,google/gemma-4-e2b,baseline,QS-FA17,quant-scope,1,0,FALSE
233,QS018A,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,TRUE
233,QS018A,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,0,0,TRUE
233,QS018A,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,0,0,TRUE
233,QS018A,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,0,0,TRUE
233,QS018A,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,0,0,TRUE
233,QS018A,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,0,0,TRUE
234,QS018B,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,FALSE
234,QS018B,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,FALSE
234,QS018B,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,FALSE
234,QS018B,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,FALSE
234,QS018B,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,FALSE
234,QS018B,google/gemma-4-e2b,baseline,QS-FA18,quant-scope,1,0,FALSE
235,QS019A,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,0,0,TRUE
235,QS019A,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,TRUE
235,QS019A,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,TRUE
235,QS019A,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,TRUE
235,QS019A,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,TRUE
235,QS019A,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,TRUE
236,QS019B,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,FALSE
236,QS019B,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,FALSE
236,QS019B,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,FALSE
236,QS019B,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,FALSE
236,QS019B,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,FALSE
236,QS019B,google/gemma-4-e2b,baseline,QS-FA19,quant-scope,1,0,FALSE
237,QS020A,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,TRUE
237,QS020A,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,0,0,TRUE
237,QS020A,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,0,0,TRUE
237,QS020A,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,0,0,TRUE
237,QS020A,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,0,0,TRUE
237,QS020A,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,0,0,TRUE
238,QS020B,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,FALSE
238,QS020B,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,FALSE
238,QS020B,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,FALSE
238,QS020B,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,FALSE
238,QS020B,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,FALSE
238,QS020B,google/gemma-4-e2b,baseline,QS-FA20,quant-scope,1,0,FALSE
239,QS021A,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,TRUE
239,QS021A,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,0,0,TRUE
239,QS021A,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,0,0,TRUE
239,QS021A,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,0,0,TRUE
239,QS021A,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,0,0,TRUE
239,QS021A,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,0,0,TRUE
240,QS021B,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,FALSE
240,QS021B,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,FALSE
240,QS021B,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,FALSE
240,QS021B,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,FALSE
240,QS021B,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,FALSE
240,QS021B,google/gemma-4-e2b,baseline,QS-FA21,quant-scope,1,0,FALSE
241,QS022A,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,TRUE
241,QS022A,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,TRUE
241,QS022A,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,TRUE
241,QS022A,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,TRUE
241,QS022A,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,TRUE
241,QS022A,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,TRUE
242,QS022B,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,FALSE
242,QS022B,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,FALSE
242,QS022B,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,FALSE
242,QS022B,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,FALSE
242,QS022B,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,FALSE
242,QS022B,google/gemma-4-e2b,baseline,QS-FA22,quant-scope,1,0,FALSE
243,QS023A,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,TRUE
243,QS023A,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,0,0,TRUE
243,QS023A,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,0,0,TRUE
243,QS023A,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,0,0,TRUE
243,QS023A,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,0,0,TRUE
243,QS023A,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,0,0,TRUE
244,QS023B,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,FALSE
244,QS023B,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,FALSE
244,QS023B,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,FALSE
244,QS023B,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,FALSE
244,QS023B,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,FALSE
244,QS023B,google/gemma-4-e2b,baseline,QS-FA23,quant-scope,1,0,FALSE
245,QS024A,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,TRUE
245,QS024A,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,TRUE
245,QS024A,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,TRUE
245,QS024A,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,TRUE
245,QS024A,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,TRUE
245,QS024A,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,TRUE
246,QS024B,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,FALSE
246,QS024B,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,FALSE
246,QS024B,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,FALSE
246,QS024B,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,FALSE
246,QS024B,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,FALSE
246,QS024B,google/gemma-4-e2b,baseline,QS-FA24,quant-scope,1,0,FALSE
247,QS025A,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,TRUE
247,QS025A,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,0,0,TRUE
247,QS025A,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,0,0,TRUE
247,QS025A,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,0,0,TRUE
247,QS025A,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,0,0,TRUE
247,QS025A,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,0,0,TRUE
248,QS025B,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,FALSE
248,QS025B,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,FALSE
248,QS025B,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,FALSE
248,QS025B,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,FALSE
248,QS025B,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,FALSE
248,QS025B,google/gemma-4-e2b,baseline,QS-FA25,quant-scope,1,0,FALSE
249,QS026A,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,TRUE
249,QS026A,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,TRUE
249,QS026A,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,TRUE
249,QS026A,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,TRUE
249,QS026A,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,TRUE
249,QS026A,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,TRUE
250,QS026B,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,FALSE
250,QS026B,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,FALSE
250,QS026B,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,FALSE
250,QS026B,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,FALSE
